realtime_start,realtime_end,date,value,series_id,description,yoy_change,mom_change
2025-04-26,2025-04-26,2022-01-01,111.988,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.406422950943113,0.47551544079385
2025-04-26,2025-04-26,2022-02-01,112.492,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.649107318951518,0.4500482194520927
2025-04-26,2025-04-26,2022-03-01,112.916,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.629665662594241,0.37691569178250894
2025-04-26,2025-04-26,2022-04-01,113.301,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.348259862946181,0.34096142265047646
2025-04-26,2025-04-26,2022-05-01,113.709,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.18579502881511,0.36010273519209157
2025-04-26,2025-04-26,2022-06-01,114.376,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.323449514250211,0.5865850548329554
2025-04-26,2025-04-26,2022-07-01,114.638,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.112688195705206,0.22906903546198176
2025-04-26,2025-04-26,2022-08-01,115.298,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.356555429657517,0.5757253266805096
2025-04-26,2025-04-26,2022-09-01,115.805,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.606573223779621,0.4397300907214463
2025-04-26,2025-04-26,2022-10-01,116.2,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.45995788862268,0.3410906264841751
2025-04-26,2025-04-26,2022-11-01,116.554,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),5.200736515271864,0.3046471600688383
2025-04-26,2025-04-26,2022-12-01,116.977,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.95164097687022,0.36292190744204866
2025-04-26,2025-04-26,2023-01-01,117.526,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.9451726970746845,0.46932302931343983
2025-04-26,2025-04-26,2023-02-01,117.963,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.8634569569391495,0.37183261576161364
2025-04-26,2025-04-26,2023-03-01,118.304,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.771688688936915,0.28907369259854043
2025-04-26,2025-04-26,2023-04-01,118.715,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.778422079240263,0.3474100622126164
2025-04-26,2025-04-26,2023-05-01,119.063,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.7085103202033185,0.2931390304510728
2025-04-26,2025-04-26,2023-06-01,119.37,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.3663006225082235,0.2578466862081408
2025-04-26,2025-04-26,2023-07-01,119.536,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),4.272579772850182,0.13906341626874763
2025-04-26,2025-04-26,2023-08-01,119.658,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.7815053166577073,0.10206130370766786
2025-04-26,2025-04-26,2023-09-01,120.04,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.657009628254393,0.3192431763860304
2025-04-26,2025-04-26,2023-10-01,120.2,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.442340791738374,0.13328890369876945
2025-04-26,2025-04-26,2023-11-01,120.309,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.221682653533975,0.09068219633943109
2025-04-26,2025-04-26,2023-12-01,120.528,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.0356394846850154,0.1820312694810866
2025-04-26,2025-04-26,2024-01-01,121.128,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),3.0648537344927895,0.49780963759458174
2025-04-26,2025-04-26,2024-02-01,121.418,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.928884480727012,0.23941615481144485
2025-04-26,2025-04-26,2024-03-01,121.829,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.9796118474438638,0.33850005765205804
2025-04-26,2025-04-26,2024-04-01,122.14,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.885060860042965,0.25527583744429094
2025-04-26,2025-04-26,2024-05-01,122.239,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.6674953595995365,0.0810545275912844
2025-04-26,2025-04-26,2024-06-01,122.51,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.63047666917986,0.22169683979744725
2025-04-26,2025-04-26,2024-07-01,122.722,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.6653058492838833,0.17304709819605524
2025-04-26,2025-04-26,2024-08-01,122.926,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.731117016831308,0.1662293639282275
2025-04-26,2025-04-26,2024-09-01,123.234,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.6607797400866273,0.25055724582268013
2025-04-26,2025-04-26,2024-10-01,123.595,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.824459234608989,0.2929386370644549
2025-04-26,2025-04-26,2024-11-01,123.716,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.8318745895984376,0.09790040050163817
2025-04-26,2025-04-26,2024-12-01,123.98,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.8640647816275067,0.21339196223608692
2025-04-26,2025-04-26,2025-01-01,124.35,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.6599960372498455,0.298435231488936
2025-04-26,2025-04-26,2025-02-01,124.804,PCEPILFE,Personal Consumption Expenditures Excluding Food and Energy (Core PCE),2.7887133703404787,0.365098512263784
